Book,Chapter,Verse,GenZ,Norm
1 Kings,21,17,"So, like, he was all, 'Dude, please talk to King Solomon and ask him for me, because he totally won't refuse, to let me marry Abishag the Shunammite.'","And he said, Speak, I pray thee, unto Solomon the king, (for he will not say thee nay,) that he give me Abishag the Shunammite to wife."
1 Kings,21,18,"And Bathsheba was like, okay, I gotchu fam, I'll go talk to the king for you.","And Bathsheba said, Well; I will speak for thee unto the king."
1 Kings,21,19,"So Bathsheba went to King Solomon to talk to him about Adonijah. When the king saw her, he got up, greeted her, and took a seat on his throne. He even arranged for a chair to be set up for his mom, who sat on his right side.","Bathsheba therefore went unto king Solomon, to speak unto him for Adonijah. And the king rose up to meet her, and bowed himself unto her, and sat down on his throne, and caused a seat to be set for the king's mother; and she sat on his right hand."
1 Kings,21,20,"So she's like, I've got this small request, pretty pretty please don't deny me. And the king's like, Sure, go ahead, mom! I won't say no to you.","Then she said, I desire one small petition of thee; {I pray thee}, say me not nay. And the king said unto her, Ask on, my mother: for I will not say thee nay."
1 Kings,21,21,"And she was like, yo, give Abishag the Shunammite to Adonijah, your bro, as his wife, you know?","And she said, Let Abishag the Shunammite be given to Adonijah thy brother to wife."
1 Kings,21,22,"Yo, listen up, Queen Mother! Why are you going to Abishag the Shunammite to ask for Adonijah? If you want, just go ahead and ask for the whole kingdom! 'Cause guess what? He's my older bro, so he's got a claim too, along with Abiathar the priest and Joab, son of Zeruiah.","And king Solomon answered and said unto his mother, And why dost thou ask Abishag the Shunammite for Adonijah? ask for him the kingdom also; for he {is} mine elder brother; even for him, and for Abiathar the priest, and for Joab the son of Zeruiah."
1 Kings,21,23,"And like, King Solomon literally swears by the LORD, and he's all like, Godd better do all sorts of crazy stuff to me, like seriously intense stuff, if Adonijah didn't say this thing that's gonna totally mess up his life.'","Then king Solomon sware by the LORD, saying, God do so to me, and more also, if Adonijah have not spoken this word against his own life."
1 Kings,21,24,"So, like, I swear to God, the Almighty One who made me king and put me on the throne that belonged to my dad David, and who fulfilled the promise of giving me a palace; today, Adonijah will totally face death.","Now therefore, {as} the LORD liveth, which hath established me, and set me on the throne of David my father, and who hath made me an house, as he promised, Adonijah shall be put to death this day."
1 Kings,21,25,"So King Solomon sent Benaiah, Jehoiada's son, to take care of business, and let's just say things didn't end well for the guy.",And king Solomon sent by the hand of Benaiah the son of Jehoiada; and he fell upon him that he died.
1 Kings,21,26,"The king told Abiathar the priest, 'Go to Anathoth and tend to your own land. You deserve to die, but I won't kill you now because you served in front of God's ark for my father David and went through all the hardships he endured.'","And unto Abiathar the priest said the king, Get thee to Anathoth, unto thine own fields; for thou {art} worthy of death: but I will not at this time put thee to death, because thou barest the ark of the Lord GOD before David my father, and because thou hast been afflicted in all wherein my father was afflicted. {worthy...: Heb. a man of death}"
1 Kings,21,27,"So Solomon kicked Abiathar out from being a priest for the LORD, to make sure that what the LORD said about Eli's family in Shiloh would happen.","So Solomon thrust out Abiathar from being priest unto the LORD; that he might fulfil the word of the LORD, which he spake concerning the house of Eli in Shiloh."
1 Kings,21,28,"So Joab heard the news because he was hanging out with Adonijah, not with Absalom. Joab got scared and ran to the LORD's hangout spot, grabbing onto the altar for dear life.","Then tidings came to Joab: for Joab had turned after Adonijah, though he turned not after Absalom. And Joab fled unto the tabernacle of the LORD, and caught hold on the horns of the altar."
1 Kings,21,29,"So, like, word got to King Solomon that Joab escaped to the sacred place of the LORD, and guess what, he's chillin' right by the altar. So, Solomon's like, 'Yo, Benaiah, son of Jehoiada, go get him!'","And it was told king Solomon that Joab was fled unto the tabernacle of the LORD; and, behold, {he is} by the altar. Then Solomon sent Benaiah the son of Jehoiada, saying, Go, fall upon him."
1 Kings,21,30,"So Benaiah went to the place where God was chilling, and he was like, 'Yo, the King wants you to come out.' But the guy was like, 'Nah, I'm staying here and I'm ready to die.' Then Benaiah went back to the King and was like, 'This is what Joab said, and this is how he responded to me.'","And Benaiah came to the tabernacle of the LORD, and said unto him, Thus saith the king, Come forth. And he said, Nay; but I will die here. And Benaiah brought the king word again, saying, Thus said Joab, and thus he answered me."
1 Kings,21,31,"Then the king was like, 'Yeah, do what he said and tackle him, bury him and all. We gotta make sure to clear Joab's name from spilling innocent blood on me and my fam.'","And the king said unto him, Do as he hath said, and fall upon him, and bury him; that thou mayest take away the innocent blood, which Joab shed, from me, and from the house of my father."
1 Kings,21,32,"And God will make him pay for what he did by making him suffer. He attacked two guys who were way cooler and righteous than him, and straight up murdered them. My dad David had no idea about any of this, just to be clear. The dudes he killed were Abner, the boss of Israel's army, and Amasa, the boss of Judah's army.","And the LORD shall return his blood upon his own head, who fell upon two men more righteous and better than he, and slew them with the sword, my father David not knowing {thereof, to wit}, Abner the son of Ner, captain of the host of Israel, and Amasa the son of Jether, captain of the host of Judah."
1 Kings,21,33,"So Joab and his descendants will bear the responsibility for their actions, paying for it with their own blood. But as for David, his descendants, his household, and his throne, they will enjoy everlasting peace bestowed by the LORD.","Their blood shall therefore return upon the head of Joab, and upon the head of his seed for ever: but upon David, and upon his seed, and upon his house, and upon his throne, shall there be peace for ever from the LORD."
1 Kings,21,34,"Then Benaiah, Jehoiada's son, went up and took him out, killing him. They buried him in his own crib out in the middle of nowhere.","So Benaiah the son of Jehoiada went up, and fell upon him, and slew him: and he was buried in his own house in the wilderness."
1 Kings,21,35,"The king chose Benaiah, Jehoiada's son, to take charge of his army, and Zadok the priest replaced Abiathar.",And the king put Benaiah the son of Jehoiada in his room over the host: and Zadok the priest did the king put in the room of Abiathar.
1 Kings,21,36,"So the king reached out to Shimei and was like, 'Yo bro, go ahead and build yourself a sick pad in Jerusalem. Settle down there and don't even think about bouncing out.'","And the king sent and called for Shimei, and said unto him, Build thee an house in Jerusalem, and dwell there, and go not forth thence any whither."
1 Kings,21,37,"Listen up, when you leave and cross over the Kidron brook, you better believe you're heading straight for doom. Your own blood will be on your hands, no doubt about it.","For it shall be, {that} on the day thou goest out, and passest over the brook Kidron, thou shalt know for certain that thou shalt surely die: thy blood shall be upon thine own head."
1 Kings,21,38,"Shimei was like, 'Yo, the king's words are straight fire. Whatever my lord the king commanded, your boy Shimei got you. And Shimei chilled in Jerusalem for a hot minute.","And Shimei said unto the king, The saying {is} good: as my lord the king hath said, so will thy servant do. And Shimei dwelt in Jerusalem many days."
